cM_bin,LD
0.018309430388310094,0.06046676378358616
0.019076579623866857,0.04724293669838846
0.02025287511838722,0.04935393844665586
0.02300821945609524,0.0486717987245058
0.022528751183872264,0.06407186299185798
0.0259111819042816,0.052367794911214564
0.02653884946064622,0.051325124809355804
0.02723625785660691,0.04691589995057297
0.029049519686104697,0.03932479991010307
0.02862332566635095,0.04404866404521556
0.02981666892166146,0.048456687835332274
0.03318032326217957,0.041911201845994006
0.035915505344337684,0.04708294519136892
0.03365241509944525,0.046169486667323525
0.03767081585712351,0.039612521289160235
0.04055675821945609,0.042192524385765345
0.042365038560411294,0.03856720272910721
0.04260248951427409,0.03723099522585384
0.041707482072791235,0.047851802172997865
0.046757881206873214,0.039670125981924535
0.04822825057502367,0.03567737829917277
0.04992693816804222,0.03336091380561254
0.04999859496477005,0.0376012929950481
0.04937897442835881,0.034606653574339646
0.05293343255310512,0.030900974534901433
0.05206399675280746,0.03964337217738685
0.05541155705341877,0.0363337602894942
0.05754363414964145,0.03341835135207761
0.058508050331484235,0.02922133944806212
0.05781761601948315,0.03815644509731914
0.0588660533080774,0.031463862490259134
0.06137207414422946,0.02766613222503874
0.06510553375727235,0.02976378440043874
0.06663983222838588,0.033492003325535216
0.06663983222838588,0.029277557706260136
0.06691879558677016,0.03135664573685767
0.06702340684616426,0.022051007452325716
0.06851508591530239,0.03598389509418414
0.06992761466648625,0.027088129125874445
0.07016871871194696,0.026030472129914106
0.07303274252469222,0.024783371998244416
0.07392774996617507,0.03370024878407066
0.07316060073061831,0.029515621221214053
0.07824935732647814,0.026950480549609024
0.07927222297388714,0.02547517533566815
0.0803632796644568,0.02321365871572781
0.08351711541063456,0.03152978283864233
0.0827499661750778,0.026955115860376383
0.0863117304830199,0.02533023790116712
0.0884076917873089,0.02353273240373334
0.0872250033824922,0.022116254489757542
0.09088174807197946,0.024181587739491056
0.09175387562398082,0.02059450423978311
0.08850358544175349,0.021622493125408676
0.09562102557164118,0.01882216081617298
0.09886010012176971,0.023750155731784683
0.0997124881612772,0.020704462736878565
0.10039439859288324,0.021672510510368684
0.10192869706399676,0.019266546044086966
0.10346299553511026,0.01804240260961687
0.10525301041807608,0.017141650730453317
0.10499729400622379,0.026598398466540676
0.10706859694222703,0.020966495884202324
0.10921661480178596,0.016173886853631664
0.10998376403734272,0.022257329165285777
0.1121413712623461,0.018164383346918306
0.11343593559734813,0.017496058866207476
0.11362772290623732,0.0131633028940462
0.11543904749019074,0.014987280886396823
0.11612095792179677,0.019853416694284462
0.12123528615884188,0.02288511147138647
0.12117716879251178,0.017497982611782856
0.12304548917958541,0.01343778595023519
0.12264172642402926,0.011706651181845135
0.12554593424435123,0.010167229472515082
0.13065843593559734,0.014407430380767278
0.13235895007441484,0.013581236620298628
0.1291624949262617,0.012399030839371925
0.12954606954404008,0.01149904158791866
0.1318475172507103,0.010654642476465165
0.13261466648626707,0.015882036328459304
0.13525706940874038,0.01014371702659371
0.1393911514003518,0.014418867506247601
0.13913543498849956,0.013198924249617078
0.13721756189960765,0.015908968766514694
0.14253965972128263,0.010353492130048464
0.14182045731294818,0.009260504057983537
0.14719050196184552,0.01132375966249563
0.14523775845315556,0.007159773889662921
0.14719050196184552,0.013785153651289461
0.15021115207685026,0.012256604198203208
0.15097510485725885,0.009285888949598281
0.1493960560140712,0.008534290103275624
0.15552685698822893,0.013242657399030841
0.15803287782438102,0.016775167274258138
0.1579305912596401,0.011366364214505167
0.15869774049519686,0.009147964941823503
0.15606751454471657,0.008242567827808286
0.16055168448112572,0.007335759967037794
0.16392394466242732,0.01079853864550398
0.16291706129075906,0.0136764620262802
0.1673281693952104,0.00855133662656861
0.16851725071032342,0.009306673951792771
0.16860675145447168,0.007207600342162071
0.17051183872277093,0.006034715566582763
0.1690542551752131,0.011031311860125584
0.17557502367744554,0.02560079897530522
0.1760471155147113,0.009096364166274518
0.17799449434343223,0.008324670188423422
0.17557502367744554,0.007342377041104242
0.17787647138411583,0.004678142097416044
0.1757284535245569,0.00604784894709029
0.1824793667974564,0.03218385633427329
0.1855479637396834,0.013804391107043318
0.18512951870210698,0.009200867945146587
0.18544567717494254,0.007831032845767319
0.18631511297524017,0.004678710060395427
0.18816905696116903,0.0035719883915695666
0.19127207726653,0.0073162187990703925
0.19349841945363527,0.005994060410089624
0.1947537545663645,0.004631293234580183
0.1966421219154273,0.003488320257083191
0.19820592612636995,0.00826131060612846
0.20146631037748614,0.006612819433372455
0.20171710916603358,0.005337731739700535
0.2040046718186666,0.004328065667297709
0.21075429576511978,0.0058777435985366555
0.20996136000063675,0.003553316743337878
0.21118353402787177,0.0024892402568902766
0.21188675416046543,0.0047743281038667845
0.21853538086862406,0.0062279115329463425
0.21661750777973215,0.0007998710174395157
0.21948518468407524,0.004301245295911346
0.2191874577188473,0.002630314932418512
0.2269740224597484,0.0059490233886747845
0.22704376329934445,0.002233595844872427
0.22639866053308083,0.004471339448062134
0.23157691787308893,0.010126189566906849
0.23165363279664464,0.003128167462357709
0.23255716411852256,0.0010390261816683594
0.23157691787308893,0.007396119774638804
0.23648667298065218,0.004123590372884997
0.2347989446624273,0.0004443628351083334
0.237623858906301,0.002028880396600305
0.23656338790420783,0.010089638400974543
0.24326119084541492,0.006200860710547845
0.2436595183331079,0.0038589871845973317
0.2455006764984441,0.0019522949266859713
0.24674942497632257,-0.00028170149494370633
0.24855009470978223,0.0014929003609720354
0.24922135029089437,0.005084052413822315
0.2484542010553376,0.006137196241591508
0.253888174807198,0.0025421432602133615
0.25531059734812617,0.007917970114561593
0.25487035829817595,-0.00038900374814851424
0.255933906102016,0.004220394471664141
0.2565387737685127,0.0016864710936439764
0.2582737112704641,0.000909909264351555
0.2595778649709106,0.007994679469380081
0.26232681639832234,-0.00037046097829689095
0.26389947233121375,0.002583054916116559
0.2644289557251666,0.0042752871416294885
0.26562982005141395,0.0007553877090368533
0.2654849140846977,0.0016844092330016297
0.2722358273575971,0.0036008445752003376
0.27146867812204034,0.0047116702345870315
0.27300297659315387,0.000284948451761427
0.2751339466919226,0.001382979676289614
0.28029089433094306,0.0033942343004039754
0.2814416181842782,0.00022247252402751716
0.2819530510079827,0.002224775624087502
0.28427416920787246,0.001278439724423805
0.29036477508207,0.00036328202159421896
0.28949668515762417,-0.0007448966795947781
0.2925013529968881,0.0016318197289574982
0.29772222973887164,-0.00010300690594128303
0.3006203490731972,0.0021178504860867448
0.3006203490731972,0.0012154000617227295
0.30145142741171704,0.006294729629264709
0.30368894601542423,0.003639319486708037
0.3079967840304737,0.00029200218553783464
0.30940420782032213,0.0019094653269797618
0.3095192802056556,0.0007406196537176613
0.30675754295765123,0.006315890830593945
0.3094425652820999,0.0034312664027301293
0.31568069985544306,-0.00012528892612120868
0.31565647409010966,-0.0011977463880404327
0.31749763225544586,0.0018095626237202567
0.3168583412258152,0.0010590957337226897
0.32373711270464084,0.0000870005284702019
0.3253396022189149,0.0018414723717564002
0.3264477066702747,-0.000546510417133203
0.32670342308212696,0.0036354719955572767
0.33245704234880263,0.0011967611045923254
0.332840616966581,-0.00011187445697442844
0.33349817345420113,-0.0006632749030391349
0.3316898931132459,0.0036354719955572767
0.33803362717650365,0.0018530477297484665
0.3408573264781492,0.0006263491665397802
0.34380633839248054,-0.0013511028588499563
0.34960830740089305,0.0011384502387072892
0.34872060614260597,0.00019466065942333466
0.3510161527013104,-0.0006976909227833922
0.35738939250439733,0.0012346375174765861
0.35738939250439733,0.00011886508375316684
0.35881409822757415,-0.0010723914620710678
0.3604579894466243,0.005182163438166951
0.3635265863888514,0.0025466319998892623
0.3662371803544852,0.0013522455505495246
0.366246479133098,0.0002706516632154654
0.366704776079015,-0.00037709484696756
0.36697875794885676,-0.0014803659880153613
0.36544445947774323,0.005201400893920807
0.37110218508997433,0.0024791299051440813
0.37488998444053584,0.0014690940094766458
0.37393789744283595,0.00023456463907277347
0.3827053172777703,0.002034915676836807
0.38229223692016284,0.0010310164473435052
0.3839998816127724,-0.0003325996423869104
0.3866689216614802,0.0005412341123044173
0.3865410634555541,-0.0019843384717357915
0.3905472872412394,0.0016228066246876255
0.39380340955215815,0.0005840267638813068
0.39443174130699515,-0.00038515625699774014
0.39421255581112175,-0.0022661519307076994
0.4021823839805169,0.0013792960597619197
0.40265119740224603,0.00012080715071498271
0.40212009408532207,-0.0007660578809240148
0.40188404816668927,0.002975108157251244
0.4098112569341092,0.001169493385165199
0.41136059754709636,-0.00023847020782105655
0.4121127046407795,0.00234973307775678
0.4132953930455961,-0.0012819377390431985
0.4141584359355975,-0.0019241527173058937
0.419254498714653,0.00014376821014944197
0.41645988364226766,0.0023234775131445867
0.42053536395616303,-0.001057024399201023
0.42136963874983097,0.001279807063586616
0.428734271411176,-0.0006092726165301127
0.4301783170310474,0.0013280830546526512
0.43703949574394246,-0.0001826527607992623
0.43742862941415245,-0.0017350931092858651
0.4378548234339062,0.0017544763218473314
0.4427986740630498,0.0011436901552269313
0.44573941279935064,-0.0006902302428276191
0.4444608307400894,-0.002760501106204599
0.4508913463910798,0.0011398333237615105
0.4509815992423218,0.0027336200698167
0.4509815992423218,0.00009711013378954636
0.4547270925688636,-0.0009168892335917334
0.45692700581788676,0.0014997021756849999
0.4594202408334462,0.0004651392873225024
0.4617696353673388,-0.0006946388264378323
0.4655574347179003,0.005101366124000778
0.46685199905290226,0.0021264138257660603
0.46846452655790477,0.0004145144037597387
0.47412393451495066,-0.0005886471461115372
0.47512423694954925,0.00161316652185986
0.47885468813421744,0.0006132292217156388
0.48181140914625903,-0.0008083802835824883
0.4815823298606415,0.0047358544646776
0.4858613178189692,0.0009783304819827587
0.48797524015694765,0.0002577411929095691
0.48703761331348944,-0.0021857821155582685
0.4905377317007172,-0.00047773651281315943
0.49562968475172525,0.000926032084411943
0.49164050872683,-0.002205019571312125
0.49470910566905707,-0.00403697500067178
0.4985448518468409,0.0028198038715939594
0.4990989040725207,-0.0006579006296856815
0.5039148964957381,0.0005220821563539091
0.5058327695846301,0.003154054665317138
0.5070502020671441,-0.0006898775561387516
0.5121920329846401,0.0012462609907425704
0.5156139223379788,-0.00026325262219756285
0.5156778514409419,-0.0013938401870247086
0.5184907319713166,0.0019041009777106127
0.521449736165607,0.0011112429798554313
0.523822419158436,-0.0007082878012951849
0.5246279258557707,-0.0014643775247888263
0.5282079556217021,0.0003137679926193404
0.5291285347043704,0.0018766134016463265
0.5328268333107835,-0.001120508003188747
0.5361351643891221,0.00046909009073566044
0.5376694628602354,0.001911795960012147
0.5417609254498716,-0.0006152647277482687
0.5426303612501693,-0.002122882760226777
0.5429804960294746,0.0029255408207066735
0.5452898119334326,0.0005417043612228195
0.5500461371938845,-0.0007829868419874098
0.550950734000812,-0.0020839304748170306
0.5538754904613721,0.00016503497756241436
0.558612636990935,-0.0007260867228576773
0.5629214585306455,0.00024756366274644726
0.562473954809904,-0.0012269018209829369
0.5676841767013938,0.0007363874134518056
0.5684456851337478,-0.000656517544631488
0.5754036158841835,0.0004673378536943634
0.5763465701528887,-0.0005519266769972025
0.5759629955351104,-0.0015155170946678231
0.5821641185225275,-0.0030540326185821143
0.5835066296847518,0.0011463856892057755
0.5843888513056421,-0.00014041184848130606
0.5844655662291978,-0.0014047414119518903
0.5894094168583413,0.0030335533799700914
0.5905479637396835,-0.0024835412878550372
0.5921370585847654,0.0016992220739320968
0.5933730212420512,-0.00035996061851915895
0.5932110675145448,-0.0015998562381877857
0.5977372480043297,-0.0021626971686536517
0.6005757001758898,0.0021068271185833293
0.601817751319172,0.00028998683303031736
0.6015620349073199,-0.000687459133129717
0.6080554052225682,0.0020708656722768226
0.6084006223785687,0.0012139050365898574
0.6097814910025707,-0.00006581449148380936
0.6092883236368558,-0.001080452872101248
0.613145145343089,-0.0015441389759528745
0.6155351102692466,0.0016024851535698659
0.6179803984575838,-0.00002188896751248448
0.6219656259202371,-0.0013038013499964002
0.6270625369403757,-0.000012273614627827945
0.628724175972857,0.0011585805097153734
0.629215938303342,-0.0016708167999784779
0.6352589208781663,0.000172608460143428
0.6370920037883914,0.0010601537937891398
0.638166012718171,-0.0012758504584010621
0.6441327289947234,0.00006863394928477429
0.6456014591551056,0.0012140517955929603
0.6465620349073198,-0.0014944212056883927
0.6527418481937493,-0.0006071632463816728
0.6515911243404142,-0.004046044086955733
0.6519746989581925,0.0008307922830553122
0.657057062643756,-0.0012633461121610845
0.6546597212826413,0.0023975417177969083
0.6591859017724262,0.00011624665227558117
0.6618573861691885,-0.0009975863189968376
0.6667275688727456,-0.0029505449719883226
0.6686985522933298,-0.0003070109635176371
0.6689798403463674,-0.0011610669724031047
0.669619131375998,0.005078281177096147
0.6719205790826683,0.0010007100555097237
0.6741522859497426,-0.0027821432439276705
0.6777909384504068,-0.0008576746375967975
0.6738384521715601,-0.0016759895380811934
0.6803592206737925,0.0008191084731933723
0.6857292653226899,-0.0005762696924368343
0.6869567040995808,0.00056380606038893
0.6897455172029576,-0.0018095362792430042
0.6956542585577055,-0.00015718839851128208
0.6947645785414696,-0.002322581800919002
0.6961742972221934,0.001467262751669307
0.6961405763766746,-0.0014331395609218783
0.6987708023271548,0.003036912300816
0.7036563316693847,0.0002608172572631656
0.7020951156812341,-0.0008114033123438197
0.7057710391016103,0.0013289010506704474
0.705914879583277,-0.0016786346882473602
0.7124090109592749,0.00026927348781380367
0.7141137870382899,0.0009268382254149499
0.7128352049790287,-0.00117517443995592
0.7185986594923142,-0.0014594941706359277
0.7215295629820053,0.0010168573040853501
0.7261963874983088,0.00036474381510709364
0.7259406710864567,-0.0009174780326576676
0.724365690458912,-0.0018856778057981805
0.7313198484643486,0.001337970136954414
0.7344727475203732,0.00033766283876007774
0.7337889086090399,-0.0010792436605967237
0.736430855709032,-0.0017125407040135265
0.7378186984169939,0.001548977544494512
0.7436141621874273,-0.0008987963256255893
0.7443394669192263,-0.0017902600252590745
0.748635502638344,0.00014964501295933186
0.7522907431136439,-0.000855681792436086
0.7542147698060295,-0.0016471333544504363
0.7582796644567718,0.00034663263386737475
0.7615542957651198,-0.0012776887041731216
0.7644387768908132,-0.0018579758695126403
0.7667520268934152,-0.00010940952583060604
0.7701156812339334,0.0009801534599327422
0.7708316871871199,-0.0012118538555932618
0.7776166959815995,-0.00006534220685577852
0.7785543228250578,0.00048245299750096504
0.7785543228250578,-0.001386222154546174
0.780619724613095,-0.0023709993530201673
0.7825818563117306,-0.003028794908771712
0.7869450175889596,0.00017111882294457148
0.7871109873754982,-0.0009615083173769995
0.793130158300636,0.0009653131369226492
0.7961508084156408,-0.00018923880135789106
0.7953725945276482,-0.0012023041852498167
0.8014665133270193,0.0009211952383938043
0.8038702475984307,-0.0006340461845509154
0.8100074414828848,0.0006498188625594786
0.8116855804356651,-0.0014379260231272978
0.8125646056014073,-0.00038053214263321367
0.818446083074009,0.0005728690395440661
0.8203139246910169,-0.0012675067928089034
0.8250627452306862,-0.00011006063971766289
0.8288573941279938,0.0003706009333321325
0.8281482645825211,-0.0015452880004594716
0.8341470707617376,-0.00047862606701717936
0.835515153565147,0.0006235276730292144
0.837688743065891,-0.0013479909174780313
0.8430399850374464,-0.0004589300137886887
0.8460123122716823,-0.001522218141755391
0.8449127317007172,0.0006991033920622086
0.8518170748207281,-0.0003901946382666305
0.8537349479096199,-0.0012967156988725609
0.8559912691906693,0.0011927224962340749
0.8623866865106213,-0.0008848517148410118
0.8624804491949671,-0.0018389307883163175
0.8627637042973264,0.0005250079408333913
0.8650717088350699,0.0014911369275279196
0.8708807333243134,-0.0007313182420751602
0.8701991507342612,-0.0019315517387496761
0.8703565146800165,0.00009449763979829662
0.872913678798539,0.0016347765971566897
0.8790508726829929,-0.00125286169877524
0.8801376674333652,0.0000733364384690599
0.8866264713841159,-0.0012263140098349168
0.888256663509674,0.0003206873695619228
0.8889142199972941,-0.0007757315729602227
0.8920924096874578,0.0022811551104861133
0.8959281558652417,-0.0014008939208011162
0.897411311053985,0.0006768852503067913
0.8959281558652417,-0.0023319867792875454
0.9027302124205114,-0.00025517721666383497
0.9054880155698721,0.0010744240398137123
0.9080320660262484,-0.0006861155647913536
0.9089696928697066,-0.0021626971686536517
0.9112711405763769,0.000163588057813413
0.9138515516414314,0.0010414201761621833
0.9170503314842378,-0.0007508218159669594
0.9167179001488297,-0.0019341561942978897
0.9177919090786093,0.003208015728706687
0.9205865241509945,-0.00013149055471457782
0.9189426329319443,0.0012654174466827373
0.9258469760519552,-0.0011431120136995154
0.9288059802462456,0.00012768377775587703
0.9343952103910163,-0.0010437206734220245
0.9368267994858612,-0.0020735598067052885
0.93724462183737,0.0003706009333321325
0.9444412122852119,-0.0010712718217890937
0.9409981734542012,-0.002488344544664678
0.9450257069408743,0.000692716862108339
0.945792856176431,0.002241654201338192
0.9528798538763361,-0.0006382845319455599
0.9519300500608849,-0.0017065557177789875
0.9534643485319985,0.0007344636678764255
0.9611358408875661,-0.0004024699671762305
0.9613063184954675,-0.0014008939208011162
0.9700589977853578,-0.00032659789168199005
0.9706612772290626,-0.0014255819890185706
0.9730266540386958,0.00184382361634855
0.9764788255987014,0.0003105983927665368
0.9784222703287784,-0.0009014895694311187
0.9809282911649304,-0.001434751842927906
0.9849174671898255,0.00006451927124853651
0.9860681910431608,-0.002506566690253745
0.989964501634278,-0.0011647794638643683
0.9933561087809499,0.00010116662445962266
0.9968082803409555,-0.001912994992968653
0.9984901075112145,-0.0009592216674165349
0.9991097280476258,0.0001359383257347191
0.03736842105263158,0.05418118466898955